,hand,confidence,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,video,id,label
0,Right,0.9930493235588074,0.0,0.0,0.0,0.0023567676544189453,-0.046531081199645996,-0.003312634879307552,0.015086591243743896,-0.091499924659729,-0.008970217190267249,0.024023115634918213,-0.1258525848388672,-0.014464378699244662,0.027218341827392578,-0.15415719151496887,-0.018944249830724402,0.03431549668312073,-0.09563595056533813,-0.01172365003037612,0.06114554405212402,-0.09504067897796631,-0.017391051508070632,0.05305171012878418,-0.08225834369659424,-0.019768799997450515,0.04174235463142395,-0.07876837253570557,-0.020515022210361167,0.040090739727020264,-0.06503403186798096,-0.013633462942721053,0.066160649061203,-0.06447023153305054,-0.01634715997386138,0.05628737807273865,-0.05263853073120117,-0.016021770767451926,0.043989092111587524,-0.05022686719894409,-0.015979727141143485,0.04382362961769104,-0.03198593854904175,-0.015420785516084834,0.06803837418556213,-0.033159613609313965,-0.016934491104962035,0.0582769513130188,-0.024333596229553223,-0.013522061861635848,0.04550865292549133,-0.02188819646835327,-0.011768305085183783,0.045596539974212646,0.00045943260192871094,-0.017368876717569037,0.06494837999343872,-0.0021245479583740234,-0.018852659843446418,0.056543976068496704,0.0025798678398132324,-0.015215126208545371,0.04572892189025879,0.004943251609802246,-0.012388676747264071,up1.mp4,0,up
1,Right,0.9915928840637207,0.0,0.0,0.0,0.0035629868507385254,-0.04503452777862549,-0.0036200088846314316,0.016582846641540527,-0.08751404285430908,-0.00941615150559727,0.025929003953933716,-0.12120294570922852,-0.014836659368761218,0.02970060706138611,-0.14983141422271729,-0.019120363232381976,0.03634253144264221,-0.08921533823013306,-0.011859353345521129,0.061901479959487915,-0.08804243803024292,-0.0174452305703241,0.05349692702293396,-0.07379508018493652,-0.019545197200663722,0.04232674837112427,-0.07043510675430298,-0.02007533953774754,0.04207226634025574,-0.059201717376708984,-0.01356488344509188,0.06675520539283752,-0.05848276615142822,-0.016139920514710582,0.05658239126205444,-0.045894503593444824,-0.015466393616684115,0.044395506381988525,-0.0442768931388855,-0.015156455051787532,0.045351237058639526,-0.026987671852111816,-0.015185334433503783,0.06772220134735107,-0.027078986167907715,-0.016679877129085696,0.05795213580131531,-0.01789569854736328,-0.013047609192021525,0.045704543590545654,-0.016106605529785156,-0.011089094628282226,0.046318620443344116,0.004214823246002197,-0.016986658510454333,0.06400525569915771,0.0014783740043640137,-0.01841181674290482,0.05561351776123047,0.006123840808868408,-0.014663510669656432,0.04540318250656128,0.008019626140594482,-0.011686174844093955,up1.mp4,1,up
2,Right,0.9954217076301575,0.0,0.0,0.0,0.003470391035079956,-0.04527038335800171,-0.0029039422198948728,0.0159299373626709,-0.08504438400268555,-0.008399601062741624,0.02588331699371338,-0.11691474914550781,-0.013709774209168302,0.029313236474990845,-0.14431524276733398,-0.01802959941884552,0.036579519510269165,-0.085232675075531,-0.010906997105088578,0.06030374765396118,-0.08465456962585449,-0.015214484153297292,0.05258071422576904,-0.07137531042098999,-0.016556073879804956,0.042535603046417236,-0.06758654117584229,-0.016870646705832826,0.041866451501846313,-0.05627131462097168,-0.01272925638219391,0.06509789824485779,-0.05505025386810303,-0.014160353658702718,0.055985867977142334,-0.04405629634857178,-0.013229213623311864,0.04503563046455383,-0.042166709899902344,-0.013024333832767354,0.04429289698600769,-0.025005221366882324,-0.014344682885315763,0.06563732028007507,-0.025208890438079834,-0.014979219963755952,0.05668073892593384,-0.017467141151428223,-0.01182741389235531,0.045428693294525146,-0.015444278717041016,-0.010435838220622884,0.04436987638473511,0.005273401737213135,-0.016100493228044854,0.06111595034599304,0.0035575032234191895,-0.01690362670084511,0.05371537804603577,0.007098376750946045,-0.013519373690691339,0.04411125183105469,0.00905388593673706,-0.010988918101396905,up1.mp4,2,up
3,Right,0.9929500222206116,0.0,0.0,0.0,0.003813117742538452,-0.04496586322784424,-0.0030989968239865107,0.016591042280197144,-0.08398163318634033,-0.008629253136327009,0.026378870010375977,-0.11565104126930237,-0.01389220170896266,0.0300140380859375,-0.14329621195793152,-0.01810191013138507,0.03591999411582947,-0.08399227261543274,-0.01159921661238883,0.05966797471046448,-0.0833277702331543,-0.016068384053518514,0.05204460024833679,-0.06957638263702393,-0.017190637069155912,0.04192078113555908,-0.06579279899597168,-0.017233230175783376,0.04121246933937073,-0.05517268180847168,-0.013224269265641908,0.06406524777412415,-0.05350309610366821,-0.014722008260299901,0.05489954352378845,-0.04220682382583618,-0.013418411838223676,0.04384225606918335,-0.04094529151916504,-0.013001282701601724,0.04369458556175232,-0.024278461933135986,-0.0146515918917558,0.06514361500740051,-0.024174511432647705,-0.015391309747805337,0.05597010254859924,-0.016255497932434082,-0.011734213682224492,0.04451194405555725,-0.014757215976715088,-0.010010960514058809,0.043744415044784546,0.005328118801116943,-0.016238506885578374,0.0605560839176178,0.0040509700775146484,-0.017317235472013692,0.05306193232536316,0.007506191730499268,-0.013875758277585248,0.04332122206687927,0.008789479732513428,-0.01128209755044196,up1.mp4,3,up
4,Right,0.9926491379737854,0.0,0.0,0.0,0.003478437662124634,-0.04234379529953003,-0.003209857739427946,0.015901952981948853,-0.08003753423690796,-0.008412340659567974,0.0250014066696167,-0.10976666212081909,-0.013380873951980732,0.02896362543106079,-0.1352219581604004,-0.017388031821617744,0.035332322120666504,-0.08144408464431763,-0.01052515954143729,0.05832183361053467,-0.07918757200241089,-0.015504534359941147,0.05062249302864075,-0.06680017709732056,-0.017206831838855408,0.04015868902206421,-0.06463342905044556,-0.017559529285797737,0.04014897346496582,-0.05305987596511841,-0.012487282980153225,0.0626814067363739,-0.0503731369972229,-0.015114278536209724,0.05315577983856201,-0.03917801380157471,-0.014867672700354717,0.04214158654212952,-0.03876602649688721,-0.01467809267706599,0.042220890522003174,-0.02219676971435547,-0.014363091442653797,0.06294825673103333,-0.02031242847442627,-0.016558273699054382,0.053427278995513916,-0.012273967266082764,-0.0136151025108191,0.042215943336486816,-0.011478900909423828,-0.01177438255763974,0.041826993227005005,0.007776618003845215,-0.016328326430091522,0.05830410122871399,0.007675111293792725,-0.018383006568917892,0.05021071434020996,0.01191103458404541,-0.015015145767399929,0.04061898589134216,0.013236463069915771,-0.012109774168500564,up1.mp4,4,up
5,Right,0.9933054447174072,0.0,0.0,0.0,0.0046897828578948975,-0.043409764766693115,-0.002808402972021895,0.018446385860443115,-0.0823637843132019,-0.007988175824010568,0.02790197730064392,-0.11293831467628479,-0.013083331733668047,0.03228577971458435,-0.13907670974731445,-0.017117595746839243,0.03666242957115173,-0.08088082075119019,-0.010612702443921762,0.06073939800262451,-0.07933229207992554,-0.016188333257758813,0.0523323118686676,-0.06705975532531738,-0.018613052069866853,0.041372328996658325,-0.06476360559463501,-0.01938573315712233,0.040267109870910645,-0.052768707275390625,-0.012758455685997205,0.06424254179000854,-0.05060940980911255,-0.015676169171655374,0.054923802614212036,-0.04021960496902466,-0.015479493401670652,0.04337352514266968,-0.03941851854324341,-0.015389908551895815,0.04171803593635559,-0.02222132682800293,-0.014820157065713602,0.06417781114578247,-0.01960843801498413,-0.016849851682508188,0.05502253770828247,-0.01275724172592163,-0.013569532409036356,0.04321491718292236,-0.012260258197784424,-0.011562849841737943,0.04115453362464905,0.007419884204864502,-0.01702355638119002,0.05948275327682495,0.008661270141601562,-0.01872468784424086,0.05191600322723389,0.011385917663574219,-0.015176577940309244,0.0418262779712677,0.011696398258209229,-0.012251846939051347,up1.mp4,5,up
6,Right,0.9918633103370667,0.0,0.0,0.0,0.004546433687210083,-0.042016685009002686,-0.002681176790545692,0.017862915992736816,-0.08020901679992676,-0.007854574506680478,0.026292920112609863,-0.10967406630516052,-0.013033636992375364,0.029507696628570557,-0.13513588905334473,-0.017211244588295926,0.03665611147880554,-0.07704472541809082,-0.010231172812680711,0.0606817901134491,-0.07295888662338257,-0.015865693946878423,0.05204477906227112,-0.06105220317840576,-0.018462303241292943,0.04085192084312439,-0.05973994731903076,-0.019356009697119703,0.04034942388534546,-0.04941070079803467,-0.01266768775651883,0.06400197744369507,-0.04523313045501709,-0.01550863511631917,0.0547298789024353,-0.0345233678817749,-0.015633470525543203,0.04361748695373535,-0.034150540828704834,-0.015772492771546354,0.041797906160354614,-0.01967751979827881,-0.015052117554049005,0.06303730607032776,-0.015226602554321289,-0.016743946035902013,0.0539206862449646,-0.00770801305770874,-0.013887282607655038,0.0428767204284668,-0.007900655269622803,-0.012390783203343858,0.04110303521156311,0.009073734283447266,-0.017625929003159513,0.05791714787483215,0.012448430061340332,-0.01911184858302306,0.049955785274505615,0.015881717205047607,-0.015769566556016912,0.04042261838912964,0.015778303146362305,-0.013116597344676961,up1.mp4,6,up
7,Right,0.9926490187644958,0.0,0.0,0.0,0.007470458745956421,-0.041970133781433105,-0.0011292768403308173,0.021328359842300415,-0.07847630977630615,-0.006562405288534023,0.029129236936569214,-0.10901179909706116,-0.012296743713633873,0.03086438775062561,-0.13631480932235718,-0.017253426857607224,0.0420265793800354,-0.07487338781356812,-0.01026487259598241,0.06608444452285767,-0.0658814013004303,-0.015346516877727368,0.058070600032806396,-0.05401957035064697,-0.017659664176719048,0.047711849212646484,-0.05428847670555115,-0.018588271014706947,0.04500064253807068,-0.047106653451919556,-0.013359601632075169,0.06772235035896301,-0.037286460399627686,-0.014708677329437592,0.05849984288215637,-0.026757895946502686,-0.01390634758801923,0.04782426357269287,-0.02880769968032837,-0.014170750066952564,0.045773595571517944,-0.01716935634613037,-0.016190975927131035,0.06686714291572571,-0.008662581443786621,-0.01577669943155513,0.05724343657493591,-0.0011255145072937012,-0.011922019556479313,0.046156078577041626,-0.0033805370330810547,-0.01071675030918584,0.04418998956680298,0.01154261827468872,-0.01922514105619655,0.06004348397254944,0.01756340265274048,-0.019109088950173714,0.05180901288986206,0.020183682441711426,-0.015272819459752895,0.0426466166973114,0.01800781488418579,-0.012863100529031612,up1.mp4,7,up
8,Right,0.9920734763145447,0.0,0.0,0.0,0.005768150091171265,-0.0389767587184906,-0.0019736995716286287,0.01889216899871826,-0.07566577196121216,-0.007351526085351168,0.02534964680671692,-0.10476335883140564,-0.01282608744508451,0.02739778161048889,-0.12918820977210999,-0.017614269189600407,0.04116564989089966,-0.0727725625038147,-0.010108232058648525,0.0641123354434967,-0.06450647115707397,-0.015728430382971226,0.056415051221847534,-0.051926881074905396,-0.018804212592606007,0.04550677537918091,-0.05256575345993042,-0.02013544508076137,0.04400935769081116,-0.04442328214645386,-0.013186106950108467,0.06642308831214905,-0.03560060262680054,-0.015623479642037807,0.056846559047698975,-0.02455088496208191,-0.015570994958345352,0.04558423161506653,-0.026899665594100952,-0.01585605696595138,0.04459396004676819,-0.014105081558227539,-0.016108182750706135,0.06566852331161499,-0.006097674369812012,-0.017015037618641315,0.05556711554527283,0.0016440153121948242,-0.013410587355558334,0.04399248957633972,-0.0007967948913574219,-0.01183283750719255,0.04258027672767639,0.015286564826965332,-0.019210166789655148,0.05872625112533569,0.019921481609344482,-0.01994699382043308,0.04962775111198425,0.02310866117477417,-0.01572551348066753,0.03963795304298401,0.021254897117614746,-0.01266284522420591,up1.mp4,8,up
9,Right,0.9924439191818237,0.0,0.0,0.0,0.006586402654647827,-0.04141560196876526,-0.002157243773588391,0.02037268877029419,-0.07857200503349304,-0.007409186441698523,0.0273740291595459,-0.10861796140670776,-0.012713291090229006,0.02791425585746765,-0.13441002368927002,-0.0174447999934344,0.042667895555496216,-0.07822725176811218,-0.01072048429796979,0.06676700711250305,-0.06713211536407471,-0.015449056741097422,0.057582736015319824,-0.058218181133270264,-0.017716815103092642,0.046320945024490356,-0.06064918637275696,-0.018556234766045065,0.04532104730606079,-0.047642916440963745,-0.013372043486931773,0.06865033507347107,-0.03783866763114929,-0.01498007342616603,0.058387190103530884,-0.02932557463645935,-0.014713222500184031,0.04701891541481018,-0.03153380751609802,-0.014952374030151816,0.04571408033370972,-0.015904337167739868,-0.015677844513454886,0.0679941475391388,-0.008029162883758545,-0.015787442554035636,0.05777677893638611,-0.001927793025970459,-0.012246451679864379,0.04606392979621887,-0.003905057907104492,-0.01082694285015151,0.043820321559906006,0.013629734516143799,-0.018097478304305525,0.06192466616630554,0.017629683017730713,-0.01786064111093566,0.05295538902282715,0.020349502563476562,-0.013260175813236685,0.042675673961639404,0.01961463689804077,-0.010095025751986952,up1.mp4,9,up
10,Right,0.9949201941490173,0.0,0.0,0.0,0.006233483552932739,-0.03974917531013489,-0.0024517161644510566,0.020021378993988037,-0.07791075110435486,-0.008454526482474023,0.026725411415100098,-0.10824358463287354,-0.01444774930025261,0.028295904397964478,-0.13471108675003052,-0.019633912189256364,0.042573750019073486,-0.07468962669372559,-0.011790301358651334,0.06705832481384277,-0.06330090761184692,-0.017847499518047982,0.05765265226364136,-0.05372422933578491,-0.021055788440953904,0.04592868685722351,-0.05649814009666443,-0.022623345895063096,0.044422000646591187,-0.04476970434188843,-0.015005976600896531,0.06838393211364746,-0.034898728132247925,-0.017566536261092836,0.05787584185600281,-0.025813907384872437,-0.017112943051706964,0.04611611366271973,-0.028971880674362183,-0.017429229511272126,0.04399082064628601,-0.01371908187866211,-0.018049173696290666,0.0672057569026947,-0.005545556545257568,-0.019083306832563096,0.056690216064453125,0.0008261203765869141,-0.014475087343107873,0.04449412226676941,-0.0020905137062072754,-0.012417304968785459,0.041289299726486206,0.015413224697113037,-0.021304594992052728,0.060135722160339355,0.018926680088043213,-0.021887228532087022,0.050777941942214966,0.021220862865447998,-0.01687680807555836,0.03974077105522156,0.01891183853149414,-0.013479069514524156,up1.mp4,10,up
11,Right,0.9971557259559631,0.0,0.0,0.0,0.006757616996765137,-0.0364915132522583,-0.003654306780767058,0.021235346794128418,-0.07336694002151489,-0.009975774938460802,0.02786487340927124,-0.10273522138595581,-0.015973290221985792,0.030047833919525146,-0.128034770488739,-0.020953511612709974,0.042146772146224976,-0.06768205761909485,-0.013479112440940355,0.0663880705833435,-0.05508679151535034,-0.020575836094316458,0.0572684109210968,-0.0463181734085083,-0.02422992119401357,0.045496612787246704,-0.049811214208602905,-0.02603261524647138,0.04335203766822815,-0.03793874382972717,-0.016366796361502622,0.06753581762313843,-0.025657296180725098,-0.020559903027709936,0.05661201477050781,-0.017912209033966064,-0.020193211527761434,0.04464322328567505,-0.022048860788345337,-0.020231399478610967,0.042107224464416504,-0.007127642631530762,-0.019245207103189443,0.06544548273086548,0.004206359386444092,-0.02167586961596868,0.05491146445274353,0.009266257286071777,-0.016922790350612615,0.04281282424926758,0.0053504109382629395,-0.014433403292891,0.03863072395324707,0.022156119346618652,-0.022448962347802137,0.057159483432769775,0.02973341941833496,-0.02419778497725389,0.048080116510391235,0.03093719482421875,-0.01968265676706693,0.03751480579376221,0.02711254358291626,-0.01647259460597894,up1.mp4,11,up
12,Right,0.9953827857971191,0.0,0.0,0.0,0.00719115138053894,-0.0387386679649353,-0.0020053986779977606,0.021490365266799927,-0.0735461413860321,-0.008046036059372597,0.028335154056549072,-0.10125041007995605,-0.014232596787028484,0.03031715750694275,-0.1266787350177765,-0.019742811503224544,0.041377902030944824,-0.06917619705200195,-0.013122811386697464,0.0680326521396637,-0.054059118032455444,-0.019109106095843487,0.05808094143867493,-0.04523763060569763,-0.02175766270082491,0.04612767696380615,-0.048592567443847656,-0.022688746856861286,0.04221475124359131,-0.03958404064178467,-0.016340537401251964,0.06848451495170593,-0.023703932762145996,-0.019186173038892917,0.05714663863182068,-0.01669323444366455,-0.018613521414213352,0.045134127140045166,-0.0220811665058136,-0.018545156749301128,0.041270703077316284,-0.008929848670959473,-0.01920760277133482,0.06633862853050232,0.004566162824630737,-0.019687829943709545,0.05504804849624634,0.009528905153274536,-0.015072026694529228,0.043020397424697876,0.004921615123748779,-0.013072130674832039,0.038528770208358765,0.019488662481307983,-0.02228510979037779,0.056895434856414795,0.02772250771522522,-0.02236300002258318,0.04756012558937073,0.02889874577522278,-0.017502746017985515,0.03756129741668701,0.024782508611679077,-0.014348045396022968,up1.mp4,12,up
13,Right,0.9945565462112427,0.0,0.0,0.0,0.007409006357192993,-0.03879106044769287,-0.002610371856242466,0.022532135248184204,-0.071513831615448,-0.008198098687678623,0.031882286071777344,-0.09591317176818848,-0.013875907695144463,0.035077691078186035,-0.11898040771484375,-0.018803708663433838,0.045076340436935425,-0.06547307968139648,-0.011533682642728138,0.06931424140930176,-0.04854083061218262,-0.017155494949072647,0.05973082780838013,-0.04145541787147522,-0.020060308685749817,0.04936772584915161,-0.0453740656375885,-0.02130231488332157,0.04579657316207886,-0.03690260648727417,-0.01411191787406807,0.0688672661781311,-0.018452763557434082,-0.01651089120492344,0.05854472517967224,-0.013583749532699585,-0.016585747188180733,0.048308372497558594,-0.018774688243865967,-0.0169045649825037,0.044645488262176514,-0.007728070020675659,-0.01645142812117939,0.06425368785858154,0.007338047027587891,-0.01637593511328106,0.05428957939147949,0.010146349668502808,-0.012931713311225224,0.0443192720413208,0.005460977554321289,-0.011689611187428284,0.041548311710357666,0.019173473119735718,-0.01915286708459263,0.05603429675102234,0.029067516326904297,-0.018452734163254547,0.04776999354362488,0.029598474502563477,-0.014298309980183888,0.03966197371482849,0.025947779417037964,-0.01162519533023243,up1.mp4,13,up
